Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
1552,1193, [COL] title [VAL] Ematic Universal eBook Reader Accessory Kit [COL] modelno [VAL] EA103 [COL] price [VAL] 18.88 [COL] shipweight [VAL] 0.45 [COL] brand [VAL] Ematic [COL] dimensions [VAL] 8.46 x 7.09 x 1.57 inches, [COL] title [VAL] Ematic 9-in-1 EP101 iPad Accessory Kit Including Charger Leather Case and Other Accessories [COL] modelno [VAL] EP101 [COL] price [VAL] 59.99 [COL] shipweight [VAL] 2 [COL] brand [VAL] Ematic [COL] dimensions [VAL] 14.0 x 12.0 x 3.0 inches,0,D8
784,2166, [COL] title [VAL] Manhattan 150705 SuperSpeed USB to SATA Adapter [COL] modelno [VAL] 150705 [COL] price [VAL] 47.84 [COL] shipweight [VAL] 0.65 [COL] dimensions [VAL] 7.75 x 5.5 x 2.1 inches, [COL] title [VAL] Sabrent SATA-C35U Serial ATA to USB 2.0 Cable Converter Adapter with Power Supply [COL] modelno [VAL] SATA-C35U [COL] price [VAL] 18.29 [COL] shipweight [VAL] 1 [COL] brand [VAL] Sabrent [COL] dimensions [VAL] 7.0 x 5.6 x 1.8 inches,0,D8
2292,654," [COL] title [VAL] Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002. [COL] authors [VAL] Alexander A. Anisimov [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2003.0"," [COL] title [VAL] Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002 [COL] authors [VAL] Alexander A. Anisimov [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2003",1,D4
1542,2536, [COL] title [VAL] Audiosource BI8 8  In-Wall Construction Bracket Mount [COL] modelno [VAL] BI8 [COL] price [VAL] 25.88 [COL] shipweight [VAL] 2.65 [COL] brand [VAL] AudioSource [COL] dimensions [VAL] 11.2 x 2.0 x 2.0 inches, [COL] title [VAL] AUDIOSOURCE BC8 8 IN-CEILING CONSTRUCTION BRACKET MOUNT [COL] shipweight [VAL] 6.2 [COL] brand [VAL] Grade-A,0,D8
7192,1195," [COL] title [VAL] Confession [COL] abstract [VAL] 'Kahlan and Richard respond to a letter from the leader of the resistance asking for help, members of the resistance have been dying by ''accident'' around him.Meanwhile Zedd goes to visit his family to pick up an object he needs. [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2009-01-31"," [COL] title [VAL] Desecrated [COL] abstract [VAL] When Richard tries to save some villagers who are marked for death from a walking weapon of vengeance, he jeopardizes Kahlan, Zedd and Cara's lives. [COL] episodeNumber [VAL] 16.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2010-04-10 [COL] release_year [VAL] 2010-01-01",0,D7
256,795, [COL] name [VAL] Canon CB-2LX Battery Charger - 1133B001, [COL] name [VAL] Canon Battery Charger - 1133B001 [COL] description [VAL] Canon Battery Charger - 1133B001/ Compatible With Canon NB-5L Lithium Battery/ Black Finish,1,D2
1144,25383," [COL] title [VAL] Maximizing Buffer and Disk Utilizations for News On-Demand [COL] authors [VAL] Raymond T. Ng, Jinhai Yang [COL] venue [VAL] VLDB [COL] year [VAL] 1994"," [COL] title [VAL] Buffer management based on return on consumption in a multi-query environment [COL] authors [VAL] PS Yu, DW Cornell [COL] venue [VAL] The VLDB Journal The International Journal on Very Large  &hellip;, [COL] year [VAL] 1993.0",0,D9
807,1143," [COL] title [VAL] Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems [COL] authors [VAL] Masahisa Tamura, Masaru Kitsuregawa [COL] venue [VAL] Very Large Data Bases [COL] year [VAL] 1999.0", [COL] title [VAL] DMS: A Parallel Data Mining Server [COL] authors [VAL] Felicity A. W. George [COL] venue [VAL] VLDB [COL] year [VAL] 1998,0,D4
1860,18620, [COL] title [VAL] Chicago White Sox Pink iPhone 4 Hard Case [COL] modelno [VAL] FVA4556 [COL] price [VAL] 29.99 [COL] brand [VAL] Tribeca, [COL] title [VAL] Chicago Cubs Pink iPhone 4 Hard Case [COL] price [VAL] 23.99 [COL] shipweight [VAL] 4 [COL] brand [VAL] Tribeca,0,D8
949,5308, [COL] title [VAL] TRENDnet TEW-455APBO  Wireless Super G High Power Outdoor PoE Access Point [COL] modelno [VAL] TEW-455APBO [COL] price [VAL] 304.88 [COL] shipweight [VAL] 6.5 [COL] brand [VAL] TRENDnet [COL] dimensions [VAL] 13.59 x 12.69 x 3.2 inches, [COL] title [VAL] TRENDnet 8-Port Gigabit Web Smart PoE Switch 8x 10 100 1000Mbps TPE-80WS Black [COL] modelno [VAL] TPE-80WS [COL] price [VAL] 240.99 [COL] shipweight [VAL] 7 [COL] brand [VAL] TRENDnet [COL] dimensions [VAL] 11.0 x 8.0 x 1.8 inches,0,D8
2599,3868, [COL] name [VAL] MTV, [COL] name [VAL] MGM Television [COL] origin_country [VAL] US,0,D7
1257,14687, [COL] title [VAL] Da-Lite Da-Plex Unframed Rear Projection Screen - 84 x 84 AV Format [COL] modelno [VAL] 27503 [COL] price [VAL] 3561.99 [COL] shipweight [VAL] 342.0 [COL] brand [VAL] Da-Lite, [COL] title [VAL] Da-Lite Da-Plex Unframed Rear Projection Screen - 108 x 144 Video Format [COL] modelno [VAL] 27514 [COL] price [VAL] 8094.0 [COL] shipweight [VAL] 802 [COL] brand [VAL] Da-Lite,0,D8
918,1605," [COL] title [VAL] The Design of a Retrieval Technique for High-Dimensional Data on Tertiary Storage [COL] authors [VAL] Ratko Orlandic, Craig Swietlik, Jack Lukaszuk [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2002"," [COL] title [VAL] Trianta?® llou, P., Zioga, F., 1997. Principles of optimally placing data in tertiary storage [COL] authors [VAL] S Christodoulakis [COL] venue [VAL] Proceedings of the 23rd VLDB",0,D9
13,106, [COL] name [VAL] Netgear ProSafe GS105 Ethernet Switch - GS105NA [COL] description [VAL] NETGEAR ProSafe 5 Port Gigabit Desktop Switch, [COL] name [VAL] Netgear ProSafe 16 Port 10/100 Desktop Switch - Purple Finish - FS116P [COL] description [VAL] Netgear ProSafe 16 Port 10/100 Desktop Switch - FS116P/ 16 Auto Speed-Sensing 10/100 RJ-45 Ports/ 96 KB Embedded Memory Per Unit [COL] price [VAL] 299.0,0,D2
2266,2335," [COL] title [VAL] PSoup: a system for streaming queries over streaming data [COL] authors [VAL] Sirish Chandrasekaran, Michael J. Franklin [COL] venue [VAL] The VLDB Journal &mdash; The International Journal on Very Large Data Bases [COL] year [VAL] 2003.0"," [COL] title [VAL] Streaming Queries over Streaming Data [COL] authors [VAL] Michael J. Franklin, Sirish Chandrasekaran [COL] venue [VAL] VLDB [COL] year [VAL] 2002",0,D4
1797,33993, [COL] title [VAL] Databases and Visualization [COL] authors [VAL] Daniel A. Keim [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1996," [COL] title [VAL] Databases and Visualization [COL] authors [VAL] DA Keim [COL] venue [VAL] SIGMOD Conference, [COL] year [VAL] 1996.0",1,D9
2191,10822, [COL] title [VAL] Chicago Bears iPod Touch 4G Hard Case [COL] modelno [VAL] FVA4587 [COL] price [VAL] 29.99 [COL] brand [VAL] Tribeca, [COL] title [VAL] Minnesota Vikings iPod Touch 4G Hard Case [COL] price [VAL] 29.99 [COL] brand [VAL] Tribeca,0,D8
2482,3072," [COL] title [VAL] Mirror [COL] abstract [VAL] Opportunistic thieves use magic to disguise themselves as Richard and Kahlan in a scheme to rob trusting townspeople, but when they learn the real Seeker and Confessor are nearby, they seize the opportunity to steal the Sword of Truth. [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2009-04-25", [COL] title [VAL] Deception [COL] abstract [VAL] Richard goes undercover and infiltrates a D'Haren camp to save innocent lives after he and Kahlen discover that Darken Rahl has been using dark magic to fight the resistance. [COL] episodeNumber [VAL] 17.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2009-03-28 [COL] release_year [VAL] 2009-01-01,0,D7
1341,2847," [COL] title [VAL] South Africa [COL] abstract [VAL] It's Mammy versus nature when Baz and Nancy encounter ostriches, lions and great white sharks in South Africa. Also on the to-do list is a bungee jump [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2014-09-22"," [COL] title [VAL] South Africa [COL] abstract [VAL] It's Mammy versus nature when Baz and Nancy encounter ostriches, lions and great white sharks in South Africa. Also on the to-do list is a bungee jump. [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2014-09-22 [COL] release_year [VAL] 2014-01-01",1,D7
779,45358," [COL] title [VAL] DTL's DataSpot: Database Exploration Using Plain Language [COL] authors [VAL] Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon [COL] venue [VAL] VLDB [COL] year [VAL] 1998", [COL] title [VAL] IDLOG: Extending the Expressive Power of Deductive Database Languages [COL] authors [VAL] YH Sheng,0,D9
1160,52443, [COL] title [VAL] DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India [COL] authors [VAL] M. Moni [COL] venue [VAL] VLDB [COL] year [VAL] 1996," [COL] title [VAL] DIST: A Distributed Spatio-temporal Index Structure for Sensor Networks [COL] authors [VAL] A Meka, A Singh [COL] venue [VAL] Proceedings of the 14th ACM international conference on  &hellip;, [COL] year [VAL] 2005.0",0,D9
81,21451, [COL] title [VAL] Innovera Heavyweight Photo Paper Matte 8-1 2 x 11 50 Sheets Pack [COL] modelno [VAL] 99650 [COL] price [VAL] 11.7 [COL] shipweight [VAL] 2.01 [COL] brand [VAL] INNOVERA, [COL] title [VAL] Innovera 99546 - High-Gloss Photo Paper 4 x 6 100 Sheets Pack [COL] shipweight [VAL] 2.2 [COL] brand [VAL] Innovera,0,D8
5370,5700," [COL] title [VAL] Prison of Love [COL] abstract [VAL] Fujiko is after the pendant belonging to a student in an all girls school. To get closer to her target, she impersonates herself as one of the teachers in the school. [COL] episodeNumber [VAL] 6.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2012-05-09"," [COL] title [VAL] Feast of Fools [COL] abstract [VAL] As Goemon tries to look after Fujiko, Oscar disguises himself as Fujiko and frames her for various perfect crimes in an attempt to gain Zenigata's favour. [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2012-06-14 [COL] release_year [VAL] 2012-01-01",0,D7
1387,35933, [COL] title [VAL] Implementing Deletion in B+-Trees [COL] authors [VAL] Jan Jannink [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1995," [COL] title [VAL] Good worst-case algorithms for inserting and deleting records in dense sequential files [COL] authors [VAL] DE Willard [COL] venue [VAL] Proceedings of the 1986 ACM SIGMOD International Conference  &hellip;, [COL] year [VAL] 1986.0",0,D9
1824,2138, [COL] title [VAL] The Wedding [COL] episodeNumber [VAL] 29.0 [COL] seasonNumber [VAL] 8.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Bridegroom [COL] episodeNumber [VAL] 31.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1961-04-23 [COL] release_year [VAL] 1961-01-01,0,D5
2248,5509, [COL] title [VAL] Nobody's Boy [COL] episodeNumber [VAL] 24.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1954-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] Nobody's Boy [COL] episodeNumber [VAL] 24.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1954-03-07 [COL] release_year [VAL] 1954-01-01,1,D5
2636,276, [COL] title [VAL] The Little Teacher [COL] episodeNumber [VAL] 34.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1955-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Little Witness [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 5.0 [COL] releaseDate [VAL] 1957-11-24 [COL] release_year [VAL] 1957-01-01,0,D5
2148,1544, [COL] title [VAL] Systems and prototypes [COL] authors [VAL] ACM SIGMOD Record%2001%%Systems and prototypes ACM SIGMOD Record 2001," [COL] title [VAL] Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA [COL] authors [VAL] ? [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2000",0,D4
199,6412, [COL] name [VAL] Jay Simms [COL] primaryProfessions [VAL] writer, [COL] name [VAL] Richard Alan Simmons [COL] job [VAL] writers,0,D6
3155,3969, [COL] title [VAL] Tension [COL] episodeNumber [VAL] 22.0 [COL] seasonNumber [VAL] 4.0 [COL] startYear [VAL] 1957-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Test [COL] episodeNumber [VAL] 19.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1962-02-12 [COL] release_year [VAL] 1962-01-01,0,D5
2521,3615," [COL] title [VAL] Mercy [COL] abstract [VAL] Homicide is called in when a woman is distressed at the fact the Dr. Turner helped her brother stop suffering from his colon cancer by injecting him with a lethal dose of morphine. Other members of her family were comfortable with the way he died. Pembleton and Bayliss investigate the issue of murder or mercy. Ballard and Gharty spot their city goats at a shopping mall, where Gharty was using Ballard as a consultant in his purchase of a gift. Stivers and Falsone catch a case where a schoolgirl and the owner of a pizza parlor are murdered during the holdup of the pizza parlor. Kellerman confronts Judge Gibbons and tapes their conversation about his ruling in making the wrongful death suit a jury case. Ballard and Gharty round up their city goats after they confront their mother. Gee warns the rookie homicide detectives, Stivers and Falsone about the baggage that comes with working their first case involving the death of a child. Pembleton and Bayliss' investigation of Dr. Turner's pract [COL] episodeNumber [VAL] 16.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1998-03-20"," [COL] title [VAL] Something Sacred (2) [COL] abstract [VAL] 'With the addition of the latest murder, the ''''red ball'''' investigation continues full force. The detectives and the returning Bayliss pose as priests in an attempt to flush out any leads. Munch's cover attracts two young thugs, but they prove to be nothing. Gee is called upstairs, where his performance doesn't sit well with Barnfather. Lewis turns up and seeks some help from Falsone. Pembleton receives a call that the two missing boys have been found. Pembleton and Stivers travel to collect them. Meanwhile, Gharty and Ballard find the pawnbroker who had accepted a stolen chalice. Cox and Bayliss prevent a drunken Kellerman from driving home. Ballard and Gharty use the pawn-receipt false address to track down the corner kid with whom they'd previously had a run-in. They bring him into the box and Gharty loses his cool. The kid is tough to crack, but Pembleton has an idea involving the morgue and a trip to the shore. While stumbling home, a drunken Kellerman decides he doesn't like the loo [COL] episodeNumber [VAL] 13.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1998-01-30 [COL] release_year [VAL] 1998-01-01",0,D7
1663,2678," [COL] name [VAL] Pat Harrison [COL] primaryProfessions [VAL] production_manager,actor,location_management", [COL] name [VAL] Bob Putynkowski,0,D5
2479,3223, [COL] name [VAL] William Colgate [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Edward Woodward  [COL] job [VAL] actor,0,D6
93,1021, [COL] name [VAL] Netgear ProSafe JGS524F 24-Port Gigabit Ethernet Switch - JGS524FNA [COL] description [VAL] Netgear ProSafe JGS544F - 24 Port Gigabit Rackmount Switch with 2 Gigabit Slots, [COL] name [VAL] Linksys Gigabit 5-Port Workgroup Switch - EG005W [COL] description [VAL] Linksys Gigabit 5-Port Workgroup Switch - EG005W/ Five 10/100/1000Mbps Half/Full Duplex Switched Ports/ Forwards And Filters Packets At Non-Blocking Full Wire Speed/ All Ports Have Auto Speed Negotiation And Auto MDI/MDI-X Crossover Detection/ Supports Address Learning And Aging 802.3x Flow Control And Head-Of-Line Blocking Prevention [COL] price [VAL] 64.0,0,D2
3352,2009, [COL] title [VAL] The Great Divide [COL] episodeNumber [VAL] 10.0 [COL] seasonNumber [VAL] 4.0 [COL] startYear [VAL] 1956-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Break-Off [COL] episodeNumber [VAL] 14.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1959-01-04 [COL] release_year [VAL] 1959-01-01,0,D5
811,849, [COL] name [VAL] Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-ORG-SEE-V2 [COL] description [VAL] Plastic - Orange, [COL] name [VAL] Speck SeeThru Purple Hard Shell Case For 15' MacBook - MB15PURSEEV2 [COL] description [VAL] Speck SeeThru Purple Hard Shell Case For 15' MacBook - MB15PURSEEV2/ Translucent Hard Plastic Shell Gives Great Protection/ Full Access To All Controls/ Rubber Feet For Added Support/ Purple Finish,0,D2
1836,506," [COL] title [VAL] Command at Sea [COL] abstract [VAL] Bert Elston is a former Navy man who plans to marry and settle down on a South Sea Island plantation. But Elston's dreams of domestic bliss are suddenly disturbed by memories of naval combat - Captain William Brooks, his wartime commancer appears on the scene. [COL] episodeNumber [VAL] 33.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1961-06-05"," [COL] title [VAL] Command at Sea [COL] abstract [VAL] Bert Elston is a former Navy man who plans to marry and settle down on a South Sea Island plantation. But Elston's dreams of domestic bliss are suddenly disturbed by memories of naval combat - Captain William Brooks, his wartime commancer appears on the scene. [COL] episodeNumber [VAL] 33.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1961-06-05 [COL] release_year [VAL] 1961-01-01",1,D7
1425,3315, [COL] name [VAL] Pio Del Rio, [COL] name [VAL] Murilo Rosa,0,D5
3112,1996," [COL] name [VAL] Terrence Howard [COL] birthYear [VAL] 1969-01-01 [COL] primaryProfessions [VAL] actor,soundtrack,producer", [COL] name [VAL] Terrence Currier [COL] job [VAL] guestStars,0,D6
2218,286," [COL] title [VAL] Managing uncertainty in sensor database [COL] authors [VAL] Reynold Cheng, Sunil Prabhakar [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2003.0"," [COL] title [VAL] Continuous Queries over Data Streams [COL] authors [VAL] Jennifer Widom, Shivnath Babu [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2001",0,D4
2206,2561," [COL] title [VAL] Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999. [COL] authors [VAL] Fernando Berzal, Nicol&#225;s Mar&#237;n [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2003.0"," [COL] title [VAL] A General Techniques for Querying XML Documents using a Relational Database System [COL] authors [VAL] Stratis Viglas, Eugene J. Shekita, Rajasekar Krishnamurthy, Jayavel Shanmugasundaram, Jeffrey F. Naughton, Jerry Kiernan, Igor Tatarinov [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2001",0,D4
636,438, [COL] name [VAL] Panasonic Palmcorder SDR-H60 Digital Camcorder - SDR-H60S [COL] description [VAL] Panasonic SDR-H60 60GB Hard Disk Drive/SD Hybrid Camcorder with 50x Optical Zoom Advanced Optical Image Stabilization One-Touch DVD Copy Anti-Shock Shield and One-Touch Navigation Records to Internal Hard Drive or SD Card, [COL] name [VAL] Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10 [COL] description [VAL] Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10/ 1920 x 1080 Recording/ Face Detection/ 2.3 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 15X Optical/180X Digital Zoom/ 2.7' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,0,D2
1110,54794," [COL] title [VAL] Incomplete Path Expressions and their Disambiguation [COL] authors [VAL] Yannis E. Ioannidis, Yezdi Lashkari [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1994"," [COL] title [VAL] QueryOptimizationbySimulatedAnnealing [COL] authors [VAL] YE Ioannidis, E Wong [COL] venue [VAL] Proceedings of the 1987 ACM-SIGMOD Conference, San Francisco &hellip;,",0,D9
50,32990," [COL] title [VAL] Materialization: A Powerful and Ubiquitous Abstraction Pattern [COL] authors [VAL] Alain Pirotte, Esteban Zim?nyi, Tatiana Yakusheva, David Massart [COL] venue [VAL] VLDB [COL] year [VAL] 1994"," [COL] title [VAL] Abstraction morphisms for world modelling in high autonomy systems [COL] authors [VAL] CJ Luh, BP Zeigler [COL] venue [VAL] Proceedings of the 23rd conference on Winter simulation, [COL] year [VAL] 1991.0",0,D9
1692,8715, [COL] title [VAL] Read Right CD DVD Kleen Cleaner Wet Wipes 5-1 4 75-Tub [COL] modelno [VAL] RR1420 [COL] price [VAL] 10.49 [COL] shipweight [VAL] 0.453, [COL] title [VAL] Memorex CD DVD-Player Laser-Lens Cleaner [COL] modelno [VAL] 32028003 [COL] price [VAL] 10.47 [COL] shipweight [VAL] 1 [COL] brand [VAL] Memorex [COL] dimensions [VAL] 10.0 x 7.1 x 0.8 inches,0,D8
341,270, [COL] name [VAL] Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven, [COL] name [VAL] Panasonic Countertop Microwave Oven In Stainless Steel - NNSD667SS [COL] description [VAL] Panasonic NN-SD667S Countertop Microwave Oven In Stainless Steel - NNSD667SS/ 1.2 Cubic Foot/ 1250 Watts High Power/ 10 Power Levels/ 5 Cooking Stages/ Quick Minute/ Easy-To-Use Pop-Out Dial/ One-Touch Sensor Cooking/ Inverter Turbo Defrost/ Multi-Lingual Menu Action Screen/ Popcorn Key/ Stainless Steel Finish,0,D2
1119,1939," [COL] title [VAL] Schema and Database Evolution in the O2 Object Database System [COL] authors [VAL] Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari, Guy Ferran, Jo&#235;lle Madec [COL] venue [VAL] Very Large Data Bases [COL] year [VAL] 1995.0"," [COL] title [VAL] Object Database Evolution Using Separation of Concerns [COL] authors [VAL] Peter Sawyer, Awais Rashid [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2000",0,D4
1287,17327, [COL] title [VAL] Quartet Tack   Write Monthly Calendar Board Black [COL] modelno [VAL] CT1711 [COL] price [VAL] 31.5 [COL] shipweight [VAL] 1.0 [COL] brand [VAL] Quartet, [COL] title [VAL] New-Quartet 06545BK - Tack Write Combo Dry-Erase Board Foam 35 x 23 1 2 Black White - QRT06545BK [COL] price [VAL] 56.0 [COL] shipweight [VAL] 28.7 [COL] brand [VAL] Quartet,0,D8
1730,31284," [COL] title [VAL] Structures for Manipulating Proposed Updates in Object-Oriented Databases [COL] authors [VAL] Richard Hull, Mohammed Rupawalla, Michael Doherty [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1996"," [COL] title [VAL] Updating a relational database through a universal schema interface [COL] authors [VAL] V Brosda, G Vossen [COL] venue [VAL] Proceedings of the fourth ACM SIGACT-SIGMOD symposium on  &hellip;, [COL] year [VAL] 1985.0",0,D9
285,834, [COL] name [VAL] Transcend 4GB Secure Digital High Capacity (SDHC) Card - Class 6 - TS4GSDHC6 [COL] description [VAL] Transcend 4GB SDHC Class 6 Secure Digital High Capacity Card [COL] price [VAL] 5.74, [COL] name [VAL] Transcend 8GB SDHC Card And Compact Card Reader - TS8GSDHC6S5W [COL] description [VAL] Transcend 8GB SDHC Card And Compact Card Reader - TS8GSDHC6S5W/ SDHC Card Is Class 6 Compliant And Compatible With All SDHC-Labeled Host Devices/ Card Reader Is Fully Compatible With Hi Speed USB 2.0 Up To 480Mb/s And Supports SDHC Memory Cards [COL] price [VAL] 26.3,0,D2
946,899, [COL] name [VAL] Canon PowerShot A1000 IS Digital Camera - Gray - 3210B001 [COL] description [VAL] Canon PowerShot A1000 IS 10 Megapixel Digital Camera w/ 4x Optical Zoom 2.5 LCD Optical Image Stabilizer & Face Detection - Gray, [COL] name [VAL] Canon PowerShot A1000 IS Gray Digital Camera - A1000ISG [COL] description [VAL] Canon PowerShot A1000 IS Gray Digital Camera - A1000ISG/ 10.0 Megapixel/ 4x Optical Zoom With Optical Image Stabilizer Technology/ 2.5' Optical Viewfinder LCD Display/ DIGIC III Image Processor/ Face Detection/ Motion Detection/ 17 Shooting Modes Including 8 Special Scene Modes/ Red-Eye Correction/ Automatic ISO Settings/ Print-Share Button/ Power By AA Batteries For Convenient/ Gray Finish,1,D2
1647,4199," [COL] title [VAL] The Cruise [COL] abstract [VAL] Electro City's most popular Celebrities including Ace Cooper and Mona Malone, are enjoying the cruise of Nova when it suddenly hits something and starts sinking. Mona falls over but Ace saves her with his cape. He stays on the ship and rescues a child from being crushed before he falls into the water. He then emerges alongside with Cosmo and Mona on their lifeboat. The next day, Ace is upset about not using his magic during the sinking so he checks out the wreck before the official investigation began. He goes scuba diving and discovers a large hole in the hull of the ship but almost lost his life confronting some large robots. Ace survives the ordeal and then goes with Cosmo to police headquarters to explain the situation to Vega. While there, they see Mr. Wolfe, curator of the Metropolitan Museum, who tells them about solid gold Mayan statues being a part of the Nova's cargo. Ace and Cosmo returns to the sunken ship. But they saw no Mayan statues. Learning from which direction the ro [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1999-03-27"," [COL] title [VAL] Stars Of The Silver Screen [COL] abstract [VAL] Rumors of plaguing a new movie being in Electro City, actors Moody Grib and Ava Cheron go to workwhen someone sabotages their helicopter and goes into a body of water, but Ace came just in time to rescue her. Cosmo goes after the sabotager's accomplice. Later after Gribs quits, Ava decides to let Ace take over the part. Ace agrees to do it only if Cosmo can be in the action too. Ava and director Oliver Rock explain the plot of the movie: The life of political journalist Jackie Monroe, a woman who mysteriously disappeared a few years earlier in an auto accident. While filming, Ace and Ava had two problems with the two same sabotagers. However, Ace and Zina caught the sabotagers and it turns out they work for Black Jack. Then, Ace gets more suspicious about Ava wondering why Black Jack wants to stop the movie and Ava Cheron really is. But before he gets the answers though, a hired sumo wrestler that worked for Black Jack causes trouble at the film party in the Electric Planet restaurant. [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1999-05-08 [COL] release_year [VAL] 1999-01-01",0,D7
445,2101, [COL] title [VAL] simple movie maker [COL] description [VAL] lights!&nbsp; camera!&nbsp; interactive!product informationthe leap from camcorder photography to cinematic presentation is really a simplestep with simple movie maker the novice-friendly editing software that puts youin the director's chair. effortlessly [COL] manufacturer [VAL] topics entertainment [COL] price [VAL] 19.99, [COL] title [VAL] simple movie maker [COL] description [VAL] leap from camcorder photography to cinematic presentation. aa simple step with simple movie maker the novice-friendly editing software that puts you in the director's chair. effortlessly transfer your raw digital camcorder footage to your computer ... [COL] price [VAL] 12.9,1,D3
1324,469, [COL] name [VAL] Damien Samways [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Damien Samways,1,D5
3335,5788, [COL] title [VAL] Passage to Tua [COL] episodeNumber [VAL] 26.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1960-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] Sponge Bridge ~ Daruma 7 [COL] episodeNumber [VAL] 34.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2008-02-03,0,D6
